序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
62,0,286720589504,3546776424417601,AvrilLavigne薇薇日记,4,保密,那个时候是比现在穷，但是那是个有盼头，有希望，感觉一切都在慢慢变好的时代,2025-12-28 04:37:25,2,17,,河南,否,https://i1.hdslb.com/bfs/face/fc03eb225106d411ab4c91532b0c2da9de2085bc.jpg
63,286720589504,284756632545,7850389,神良玉陽,6,男,17年了,2025-12-28 16:14:09,0,1,一颗心脏两面受伤。,湖北,否,https://i1.hdslb.com/bfs/face/5554e2e2f2906299ca5986ab4a8be5ab090c69bd.jpg
64,286720589504,284761377409,3881352,AsaassiN,6,保密,哎,2025-12-28 17:15:38,0,0,在安全的时最勇敢，在免费的时最慷慨,河北,是,https://i0.hdslb.com/bfs/face/89738458e95e0d1aec53e947ad5c286918890e5f.jpg
65,0,286688516720,1473198610,天稽云锦,5,保密,"我竟然是第一次听完整版
[25年度表情包_藏狐][25年度表情包_比心]",2025-12-27 18:18:40,0,0,万结之绳  不过一剑即解,湖南,否,https://i1.hdslb.com/bfs/face/501d838320f9e6ea4d2e435006959dfda6b1e234.jpg
66,0,286671240144,40977746,饭德膘,6,保密,本以为是开始 没想到是结束[笑哭][笑哭],2025-12-27 15:03:58,0,10,马家堡子第二生产队队长,日本,是,https://i2.hdslb.com/bfs/face/3bbf77d398a95709ea25292342de1d735a8a0c75.jpg
67,0,286667319952,3546873679841429,bili_13001358878,4,保密,让我再看你一眼，黄金时代的衣角,2025-12-27 14:30:01,0,10,,贵州,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
68,0,286664877968,259605139,汪敌不过喵,6,保密,马上就十八年了，时间你怎么那么快呀。[大哭][大哭][大哭],2025-12-27 14:10:59,0,0,LESS IS MORE ,河北,否,https://i1.hdslb.com/bfs/face/5b9bb1a626d717b00a4ae6daf1f8ee11204961bf.jpg
69,0,286664783808,264838717,一直让我去我怎么去啊,6,保密,暖暖的阳光,2025-12-27 14:09:19,0,0,我有苟符咒,上海,是,https://i1.hdslb.com/bfs/face/33380234a84f896cd5011a25696496314b698ee3.jpg
70,0,284602823073,396415565,知道我是泰国大象,5,女,我的祖国，愿你更加繁荣昌盛！！,2025-12-27 09:12:54,0,1,杂食动物,山东,否,http://i2.hdslb.com/bfs/face/2130b74dcde850c6550c0e42af5ebc25df4b54a7.jpg
71,0,284599848705,1111726065,雾落际野_HR,5,保密,想家了,2025-12-27 08:41:04,0,0,,重庆,否,https://i0.hdslb.com/bfs/face/fbb966e15b0748c251f5900451a861b2cb238193.jpg
72,0,286619836016,1688480121,专家老头,5,女,每次唱“欢迎你”口型都是微笑(˵¯͒〰¯͒˵),2025-12-27 06:54:07,0,1,"明天一定注销账号！！！
",江苏,否,https://i0.hdslb.com/bfs/face/82b8f2e2b4e368341749ef2d1b0e7b82b109ed1d.jpg
73,0,286608684992,1226723117,下一世旅行,4,男,才发现作词作曲都是神人,2025-12-27 04:55:48,0,2,,山东,否,https://i2.hdslb.com/bfs/face/d8dbb237fe9d4871ff4f8e7466fcff058fc34d9b.jpg
74,0,284552200161,524974599,柒月晞QAQ,5,保密,这年我才几岁，我爸后面带着我一起听，好怀恋[酸了],2025-12-26 19:57:38,0,0,,四川,否,https://i0.hdslb.com/bfs/face/7a7126d64c75e500a383902cba67a5fda84f8a9e.jpg
75,0,286570868336,42595115,北枳EVCA,6,保密,神之间奏,2025-12-26 16:57:19,0,0,已转职勿扰,北京,否,https://i2.hdslb.com/bfs/face/fead7d60f0d84bbdcfa9e82e9e7de15203bc962a.jpg
76,0,284517155729,56130597,0xHyperVerse,4,保密,[爱心],2025-12-26 12:18:39,0,0,小号,四川,否,https://i0.hdslb.com/bfs/face/f24db08016c84c24fcc2aee8cc91ab668a4b5398.jpg
77,0,286517527872,487410010,阝曰光开朗大男孩,6,保密,啊？17年了？,2025-12-26 07:57:35,0,0,,辽宁,否,https://i1.hdslb.com/bfs/face/51a9e900ac3538ae7c6eb56f4dcb2fda08b2099e.jpg
78,0,284455212753,3546981704141679,兔纸纸纸纸纸纸好兔,3,保密,结束了，d档拉满,2025-12-25 19:56:52,0,2,加油华为，加油China，现有华为后有天,黑龙江,否,https://i0.hdslb.com/bfs/face/065985569a9db2fd612a13ee1e871be3a990c980.jpg
79,0,284435802129,1585665371,七秋凌冬,5,男,[汤圆],2025-12-25 14:39:42,0,1,,北京,否,https://i2.hdslb.com/bfs/face/2589167597625d1c444881effee3c837d8282820.jpg
80,0,284395567521,42439266,小小白什么都做点,6,保密,止不住地热泪盈眶,2025-12-25 06:56:19,0,1,少说话,河北,是,https://i0.hdslb.com/bfs/face/06a2c6baa39d98891bbe52aeafb421484693963d.jpg
81,0,286401298160,1950920747,该账号暂未封禁,5,男,那时候我家比现在穷 但我是真感觉到一切都在慢慢变好啊 唉[大哭],2025-12-25 03:59:06,0,1,,河北,否,https://i2.hdslb.com/bfs/face/a538457b1a626ec5247479da951d8ab8da868006.jpg
82,0,284360276225,2043578,LateLightNight,6,保密,全部结束了,2025-12-24 18:58:17,0,6,夜终于要来了,江苏,是,https://i2.hdslb.com/bfs/face/f1a50bdb49e82aca419a38a07fa3c262109cf5fa.jpg
83,0,286366381296,535665403,风清-清,4,保密,😭小时候听着就泪目的歌，没想到现在真的可以在北京生活读书，好幸福,2025-12-24 15:34:34,0,3,,北京,是,https://i1.hdslb.com/bfs/face/96faa22a1b77a994c345f8c68265e2b52ce01ad5.jpg
84,0,286349256752,285935929,long45,6,保密,小时候天天盼奥运，电视台每天都在倒计时，而今已过18年,2025-12-24 12:46:11,0,1,你B的摇一摇广告就没人管一管吗？,辽宁,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
85,0,284296236945,72690256,貔貅dai魔王,5,保密,全球化的趋势，经济上行的魅力[委屈][委屈][委屈],2025-12-24 05:38:01,0,15,游龙当归海，海不迎我，自来也！,上海,是,http://i1.hdslb.com/bfs/face/074c637021db1b3c2a3b039ebff2a1c853cc285e.jpg
86,0,284277700897,3546816515672752,remrem345,2,保密,果然在经济上行的时候什么都很美好[给心心],2025-12-24 01:33:03,0,13,,福建,否,https://i1.hdslb.com/bfs/face/d84f7ca1f5ffff33721bcb1421be404b752ca255.jpg
87,0,284252272257,61716970,德系手排党,6,保密,零几年的时期，人活着不累有希望有奔头，干什么都可以为生，上班不用钉钉，下班不用在微信工作群回复收到。不会被强迫转发朋友圈。,2025-12-23 15:02:16,0,13,,山东,否,https://i1.hdslb.com/bfs/face/9a0c4bd4565f0915a09c515f3ad8076bf7cc9b95.jpg
88,0,284228000433,613528285,長白山麓,5,保密,回首月明中,2025-12-23 10:55:57,0,8,荆棘血路,重庆,否,https://i1.hdslb.com/bfs/face/85eb45f01190df98111fec14e579c19a18e23c46.jpg
89,0,284212110257,19039169,90szz,6,男,经济上行期的美，一切的一切都朝气蓬勃,2025-12-23 07:36:58,0,15,Get Everybody Moving,广东,是,https://i2.hdslb.com/bfs/face/75dbea7e9d083bd18d1c297004d33d2c60fede96.jpg
90,0,286201247536,1284980534,一个纸烧杯,5,男,听了新版的北京欢迎你，我感觉以前的北京欢迎你更好听，有年代感。,2025-12-23 02:42:13,0,3,,江西,否,https://i2.hdslb.com/bfs/face/908b91a270cdf90ddc1000e43e7ccd812c08afdf.jpg
91,0,284173862337,284036469,被偷吃的晚餐,6,保密,09出生也准备17了啊我也要老了,2025-12-22 16:50:52,0,0,,广西,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
92,0,286172633024,674931934,思考不是整理偏见,5,保密,全球化的背景一眼而明,2025-12-22 16:03:33,0,0,,甘肃,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
93,0,284163863393,3546378116532388,嘟嘟宇宙诸军事,4,保密,开局就有FIFA人物,2025-12-22 14:52:23,0,1,学是教之始，学为教之成。,浙江,是,https://i1.hdslb.com/bfs/face/72a6082627ec78212404d6952473d1d22034b133.jpg
94,0,284156366641,34434152,一点五十的暖风,6,保密,2008，千禧年最后的憧憬，新时代日新月异精彩纷呈最大的潮，记忆不再褪色模糊的开始，我的童年,2025-12-22 13:35:42,0,2,文化爱好者,江苏,是,https://i2.hdslb.com/bfs/face/f992028bdde5b78e8c3118ed8aefe9391f6777d8.jpg
95,0,286151893488,109925815,白流苏QAQ,6,保密,回不去了[大哭][大哭][大哭],2025-12-22 12:32:57,0,0,it is time to leave.,浙江,否,https://i1.hdslb.com/bfs/face/1946fd44657bc5086f8278587186aa9357a8089d.jpg
96,0,284143104753,3546825676032185,韩立爱南宫婉,2,男,我听了该歌曲结合该MV，感觉到很开心、很兴奋啊！很舒缓人心啊！为什么有人落泪呀？,2025-12-22 11:18:52,0,0,,江苏,否,https://i2.hdslb.com/bfs/face/dc66b16102a4cfa2825c918ccec59c5708996dc9.jpg
97,0,284119694161,26548796,一发入魂出金光,5,保密,居然没有刘德华啊,2025-12-22 06:15:08,0,0,,江苏,是,https://i2.hdslb.com/bfs/face/902a29dc575cfb80083db85771c9d06a035a650c.jpg
98,0,286118473728,39950214,精风不精分,6,男,这视频是不是有问题，怎么人声怪怪的，然后音乐声音也小,2025-12-22 05:54:53,1,2,不断学习，不断成长。抛开情绪，直击问题的核心,青海,是,https://i0.hdslb.com/bfs/face/7f8157c4f5460de0a9872df9149898b39fda8994.jpg
99,286118473728,284233658849,1878921854,爱来自幸运森林,5,男,是不是就是这种清唱风格,2025-12-23 11:56:05,0,0,"幸运森林就是Fortunate Forest,吉林",上海,否,https://i2.hdslb.com/bfs/face/84d0a4a8b9986a2fcb50a3198d665c5dd21a5fd0.jpg
100,0,284089781697,667676788,先吃包子ba,5,女,我家大门常打开，开怀容纳天地…,2025-12-21 19:18:17,1,8,"再来一次
",天津,否,https://i1.hdslb.com/bfs/face/e9cc339959316b999bfd2ffa8f024ddea66ea3d1.jpg
101,284089781697,284089854081,667676788,先吃包子ba,5,女,1,2025-12-21 19:18:32,0,0,"再来一次
",天津,否,https://i1.hdslb.com/bfs/face/e9cc339959316b999bfd2ffa8f024ddea66ea3d1.jpg
102,0,284087181553,401883965,Canonn_,6,男,没想到昨天是你生日，希望时光能善待你,2025-12-21 18:00:30,0,5,.,辽宁,否,https://i2.hdslb.com/bfs/face/b5c3c17e9155e637238a4eee892c6dfb7a034f62.jpg
103,0,284086524913,103511057,寒冰VS火焰,5,保密,最好的时代🙏 老爷子生日快乐,2025-12-21 17:45:09,0,5,佛系游戏玩家,北京,是,https://i2.hdslb.com/bfs/face/be93b484633ac2fe829d164f718920a354fab61c.jpg
104,0,284081347393,3546891325278791,前进1156,2,男,怀念那个时候，那个时候的我，充满朝气，心中怀着为国争光的想头，对自己有信心，没有颓废，没有熬夜，没有自甘堕落，没有现在的萎靡的我，那个人人温暖，充满希望和期待的时候,2025-12-21 16:23:07,0,0,,黑龙江,否,https://i2.hdslb.com/bfs/face/42984876650b3c9c22c6e8a72058526898eb3f70.jpg
105,0,284078645569,3493122594048564,29296,4,保密,爷青回,2025-12-21 15:47:56,0,2,,江苏,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
106,0,284070254353,1873674952,ゼルダV,4,保密,不敢相信，08年奥运会已经是快20年前的事情了[大哭],2025-12-21 14:21:56,0,3,,湖南,是,https://i1.hdslb.com/bfs/face/c303496c8c9c9ecab4035a8b29cb2ce71d89b38c.jpg
107,0,284066522737,299114657,我的蜡烛点不着,6,保密,不敢相信，08年奥运会已经是快20年前的事情了[大哭],2025-12-21 13:45:06,0,3,,江苏,否,http://i2.hdslb.com/bfs/face/1f30f030d7908d4003098ba50d0be3d7f511bde3.jpg
108,0,286055025472,430005937,叶伴终笙,6,女,真的很好听啊（落泪,2025-12-21 12:18:04,0,0,33550336,广西,否,https://i1.hdslb.com/bfs/face/f8fbafdf986bb61b4ad7dd82638a4172f5ba6569.jpg
109,0,286023799744,476567446,库昊疏,6,保密,考古,2025-12-21 06:52:33,0,1,,上海,是,https://i1.hdslb.com/bfs/face/e5cb045dd7062c7d3e8e732b9fe66092a9e6c4ad.webp
