序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
11,0,287530225392,11203731,三聚氰胺有点甜,6,男,"期待黑客帝国时代的到来,我是觉得人类用来发电挺不错的,都活在自己的世界为自己而活",2026-01-04 14:51:55,0,0,我这个人懒死了，什么都没写-_-#(o´ω`o),江苏,是,http://i0.hdslb.com/bfs/face/42a538a76c3c5f0793810cca7f76efd96e8364d1.jpg
12,0,287525886912,283024233,任名Yamin,6,男,"其实我觉得，没有人会把自己跟手枪去比杀伤力，为什么总是想要替代而不是共存，难道以前的枪炮出现之后就再也没有格斗了吗，每种都有其特别的魅力，不管你现在对运动，对什么拳击比赛，武术是否感兴趣，这都不能撼动他们在一部分人心中的地位，就像即使汽车的出现也没有改变运动会的举行，田径的存在，我们不是看结果，我们要的是过程，要的是一种感觉，每一种都有它存在的必要，只是在工作上，你需要暂时放下它，正如你喜欢马拉松，也不会每天跑步去上班，下雨，太热太冷你都可以坐车，没人会指责你，也没必要嘲笑每天步行上班的人。

正如现在面对人力与ai一样，ai它是一种工具，并不是你的敌人，比起ai技术的发展速度，或许人们的观念转变才是最慢的。

有很多人都说有了ai，设计特效全都失业什么，但实际上，我作为个学习设计的，你画出来或者想出来的东西都是从你脑子里的库存中筛选，而现在，你只要把头脑逐渐与ai结合，你难道不是收获了一个能快速生产大量素材的信息库了吗，而没做过设计的人他是不会做筛选，他只会像有个寓言故事，经过一个苹果园，只准拿一个最大苹果那样空手而归，他不懂这到底好不好，他做不到筛选，因为他心中没有库存，或者说合适的审美，设计师什么的并没有那么容易就替代。

就像现在市面上的吉祥物，你看着很简单，但让你一个从没设计的去设计一个是真绞劲脑汁，而在这样贫瘠的库存里，ai随便做一个，都是你觉得非常好的，可能ai用的都是一比一抄袭的其他吉祥物你都不知道，因为你看的太少了，库存不够，审美不足，做不到“设计”的。而如果真招进去这种人，那才是会被ai替代的，因为他只是单纯把文本输入，生成，然后发送给老板，问可不可以，这才是人机。",2026-01-04 14:12:14,0,1,,重庆,是,https://i0.hdslb.com/bfs/face/993173b0ae676eb464a39b0741b18b0be8d06c5d.jpg
13,0,285448471217,1302878898,顿顿牛排,5,保密,人类的作用就是启用AI，然后就是下个阶段了。,2026-01-04 11:17:12,0,0,顿顿有牛排,江苏,是,https://i0.hdslb.com/bfs/face/f1b6844a65cf7ed876e60ae7ed3fca7c022eb379.jpg
14,0,285444659329,3632319080434283,真实测评局,2,保密,这个视频没有广告植入，全程都是纯粹的内容分享，这种专注做内容的态度太让人喜欢了。?,2026-01-04 10:38:33,0,0,,河南,否,https://i2.hdslb.com/bfs/face/dfe77fd9fb029011dbdde35e6960f652ead8ee84.jpg
15,0,285435112113,1429252872,BeiErX,3,保密,怎么搜不到片尾曲啊[大哭],2026-01-04 08:57:00,0,0,,山西,否,https://i0.hdslb.com/bfs/face/c83d1b49deac788a464304bf0693d9e233058558.jpg
16,0,285434198049,320021685,午乘三,6,保密,现在才想起来问自我的意义吗？这个问题自古以来就有人在问，是不过大家都不关心罢了，迫在眉睫了才捡起这个问题[笑哭],2026-01-04 08:44:43,0,0,独木沉湖，冥心不化,广东,是,https://i0.hdslb.com/bfs/face/5517fcfee9777b7dac43d6eb6653a0fedbaa5c75.jpg
17,0,287479531184,591884537,黑夜是永恒的,5,保密,看完这个视频突然想起来牛肉（neuro）,2026-01-04 05:53:46,0,0,,加拿大,是,https://i2.hdslb.com/bfs/face/bf76b8516202cf6da80227523da65ef8cdcb695d.jpg
18,0,285419260049,9115872,欧耀城_Ohlson,6,男,这期视频真的很有感触，我自己也是视频行业的人，从拍摄到剪辑再到导演，全流程都做过经历过。唯一想说的是，观众看到的往往只是最终结果的呈现，但是对于我们这个行业来说，或者对于我来说，过程经历才是我们最宝贵的财富。片子火了，我们不仅仅收货财富和名利，更重要的是在创作中把我们感同身受的体验传递给每一位观众。ai能做出很多很惊人的东西，但始终还是有一个人在后面操纵指引他，或许不久以后ai能自主运行起来，但是ai再怎么影响我们的生活，作为人活着的体验是人类自身无法欺骗自己的，ai没法替代你活着。这也是我近几年将数字记录方式全部换回从前的胶卷记录，也从以前喜欢拍人变成拍人文历史变迁了。或许是因为更想留住身边的人和物了，数字化这无形的东西，慢慢变得不真实，保不准哪一天硬盘的数据记忆就全都被篡改了。或许以后传统视频行业从业者真的会被替代，但我也会一直留在这个行业，拍摄真实的、市井气的内容。,2026-01-04 05:28:56,0,1,"我是一个干虚拟主播内容执行制作5年的人
我还是一个当虚拟主播运营2年的人
我更是一个刚开播的虚拟真人主播
我叫欧耀城，请多多关照",广东,否,https://i0.hdslb.com/bfs/face/3e33547d3fa7ad5be06ff53e0f3a3e44634f00c8.jpg
19,0,285414453377,23140884,我羽落尘受不了这委屈,6,男,是被ai取代,2026-01-04 04:37:50,0,0,现力不能及 他日望可达,山东,否,https://i0.hdslb.com/bfs/face/782fd86350beb39093955ea116e596ebd3d57233.jpg
20,0,287468103904,33010145,天命人黑猴,6,保密,科技进步让掠夺更加高效,2026-01-04 03:56:06,0,0,,湖北,否,https://i2.hdslb.com/bfs/face/acb0eb42ceb9b3b07ac95c188892fc4691d0669a.jpg
21,0,285407660689,3690985322187488,B站4977,2,保密,[打call][打call][打call],2026-01-04 03:27:09,0,0,,广东,否,https://i2.hdslb.com/bfs/face/92743b5fc974bb4a47c9f521e988ed2f5b9cf3d1.jpg
22,0,287439007552,491583306,Screla,5,保密,当务之急是赶紧找个AI取代我[笑哭]顶不住了,2026-01-03 16:50:17,0,1,,北京,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
23,0,287434113952,1945345709,银河号方舟,5,保密,其实在我看来，ai更大的意义不是带来恐惧，而是加速每个人想法的落地，降低试错成本，举个例子，假如有一个完全没学过计算机设计的人，但他在工作中发现了某种需求，他想解决这个需求，那么如果是以前，他要不然就得组建一个团队去完成设计，要不然就得自己去从零开始学习，无论是哪一种，都需要付出巨大的成本，如果最后没有成功，那前期努力几乎白费。而ai给了一个新的可能，他可以把自己的需求告诉ai，ai帮他生成一个“初稿”，用这个初版去验证自己解决思路的正确性，如果ai做的东西已经解决了需求，但太过于“样板化”，那么就自己精进技术，做出自己的修改，如果ai已经基本完成了自己任务，那么项目的快速落地，也能有效降低自己的沉没成本。,2026-01-03 15:53:55,1,0,,广东,否,https://i2.hdslb.com/bfs/face/a5ea78e15335df45f7aedb2e5641b6278b5441fb.jpg
24,287434113952,287439100800,491583306,Screla,5,保密,事实是你让ai写的时候从开始它就已经有大量错误了，但总有几个一眼看不出来的。别说复杂的了，你就给它个小项目它都写不明白[吃瓜]指令给它捋的清清楚楚也没用,2026-01-03 16:52:17,0,0,,北京,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
25,0,285375548161,3537124248783398,街角小落,5,保密,约稿师，绘画师都可以毕业了，AI太方便了，感觉未来更是一句话能完成很多事的科技生活世界[吃瓜][歪嘴],2026-01-03 15:34:22,0,0,,广东,否,https://i2.hdslb.com/bfs/face/801d11ce0b0876baee294a0eabe2954d8dac00d7.jpg
26,0,285364922625,1010758392,倾风爱散,3,女,弹幕好多车里人，泪目了,2026-01-03 13:52:50,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/e9049432fa739d4984d1f09973fb38fba6dad03c.jpg
27,0,285359879697,385511882,沐风枕海,5,男,看这么多年影视飓风，依旧大受震撼,2026-01-03 13:05:52,0,0,,上海,否,http://i1.hdslb.com/bfs/face/5a1d2931afa671b4b0daddcefb1515c6c5a6fafb.jpg
28,0,285347616561,361062295,包崽范,5,男,我做了10年摄影师，一年前我还帮着网友分辨AI视频，直到最近我去私信一个女生想要一起合作拍摄，她没回我，最后发现她所有的视频都是AI生成的。。,2026-01-03 11:11:27,1,1,纵观世界风云，风景这边更好,浙江,是,https://i1.hdslb.com/bfs/face/4c7dd84f2d2cda4a91266e7015eab88cadd37c44.jpg
29,285347616561,287440485728,3493288445217238,原神刮痧的王,5,男,（抱抱）[拥抱][拥抱],2026-01-03 17:09:00,0,1,,新疆,否,https://i1.hdslb.com/bfs/face/a7505629ec2d7b3eb56eea04f90f7a1a38a2d230.jpg
30,0,285345582881,494673064,Bli大叔,5,保密,看哭了...,2026-01-03 10:53:17,0,1,,浙江,是,http://i2.hdslb.com/bfs/face/82e612c32bfa920d3bce93e97b7fee9b28a15417.jpg
31,0,285343054033,431255154,小肥in,5,男,AI能交社保吗？AI能坐牢吗？AI能生孩子吗？[吃瓜],2026-01-03 10:29:57,0,1,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
32,0,287384309040,701534547,小肠风,2,保密,是马克思主义,2026-01-03 08:09:59,1,1,,江西,否,https://i0.hdslb.com/bfs/face/4e022fe3afaa3cb911fb4d383fca634e77fd0241.jpg
33,287384309040,287384591808,701534547,小肠风,2,保密,我们的风向标是马克思主义,2026-01-03 08:13:01,0,0,,江西,否,https://i0.hdslb.com/bfs/face/4e022fe3afaa3cb911fb4d383fca634e77fd0241.jpg
34,0,287381392096,107038122,VFXtarget,6,男,有没有人知道左边这个白板软件是什么,2026-01-03 07:38:03,0,2,,四川,否,https://i0.hdslb.com/bfs/face/1345f49e4debad6cdf9f4e19e19c9f8abe8f44dd.jpg
35,0,285322731777,389748668,Cerescuems,6,保密,如果失去了听到音乐的能力，我可能会寻死，或许是因为共感力太强，看到这个音乐MV，我止不住地流眼泪,2026-01-03 07:01:17,0,2,,辽宁,是,https://i2.hdslb.com/bfs/face/091546121ff06a607de6ad6a768c86deade27b01.jpg
36,0,287370923344,2054704747,路的二阶导,4,男,结尾的歌曲是什么？[25年度表情包_一][25年度表情包_起][25年度表情包_摸][25年度表情包_猫],2026-01-03 05:47:49,0,1,,江苏,是,https://i1.hdslb.com/bfs/face/f47dfaad10f2d01df96119362f0b042028ea28ff.jpg
37,0,285300594193,3546693584816687,bili_25437866681,2,保密,怎么学习ai剪辑呢,2026-01-03 03:21:10,0,1,,贵州,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
38,0,285290388209,1494501590,董家庄火车站,5,男,AI会超越人类吗，我觉得是一定的，但被超越了就无意义了吗，我觉得未必,2026-01-03 01:10:49,0,2,"本人成分极其复杂，交通迷+球迷+嵩鼠，所以您或许可以在许多地方见到我（？）
目前基本只更新公交pov，频率随缘，vlog更新还在计划中（）",辽宁,否,https://i2.hdslb.com/bfs/face/f99946ff21f50c48a1e72d1a2931aa1be06ae4b5.jpg
39,0,287334721104,1705810449,枯日yz,5,男,"确实，我也有这样的感受。即便是作为学生，目前并没有直接与AI产生利益牵扯的情况。但最近只是在网上刷到AI生成的视频还有音乐，一方面是对AI的发展速度感到震惊，另一方面是更奇怪的感觉，确实，AI做出来的视频很细腻，特效也看不出瑕疵。做出来的歌无论是编曲还是人声演唱都无可挑剔，但我真的还无法接受。
  别的东西可能还好，但当AI涉足“人”的领域，生成人声、人像的时候，我会在心里产生一种抵触……觉得这些本不应该是AI应该涉及的地方",2026-01-02 18:58:44,0,1,26届高考文科生希望可以考上公办一本……,山东,否,https://i0.hdslb.com/bfs/face/ee14328c3800d065b17206f930a7c686bfb8169b.jpg
40,0,287321446720,1334941705,栋时,5,保密,"嗯……也许应该是反过来的，经历和学习可以让我们由不完美的人更贴合于完美，与大自然的智慧为伍，让我们可以过的更加圆满，而不是束缚于某个主流的社会观念中。
AI的出现就像一个提醒，告诉人们比起外物，更应该关注自身的心灵与智慧。",2026-01-02 15:47:39,0,1,,北京,否,https://i1.hdslb.com/bfs/face/e67a53389f6bda0a75b9d2f7de1f4c5a42c332d4.png
41,0,285257484785,3546834928666960,风蚀awa,3,保密,其实我觉得应该禁止用ai做视频，用ai做视频学习成本太低了，有些人直接可以用它里来欺诈。,2026-01-02 14:14:32,1,1,やれやれだぜ,河南,是,https://i1.hdslb.com/bfs/face/f41489a54aa2b5dd0b7850d43d61366b40459450.jpg
42,285257484785,285310968129,417057264,绳网用户0721,6,保密,"秦始皇也想收天下之兵聚之咸阳来巩固万世基业，照样有陈胜吴广斩木为兵揭竿为旗，令秦二世而亡。
鲧也想靠堵来治理洪灾，实际效果却不如大禹的疏。
如果人类害怕技术进步伴生的恶果，那数万年前就因为害怕火灾而不钻木取火了。
今天我们为ai的进步而惶恐不安，正是为明天更加合理的运用ai奠定道德基础。",2026-01-03 04:59:39,0,1,花落自有花开日，蓄芳待来年。,湖北,否,https://i0.hdslb.com/bfs/face/2e0b22044ded54d1f7e1fe123b058ccb3475251c.jpg
43,0,287307955360,543157340,准执剑人Thomas-Wade,6,男,其实很好奇，AI现在更多能做到的是分析已知，那是否以后能应用于探索未知，比如探索科研领域，甚至探索新的物理逻辑,2026-01-02 13:48:11,0,0,弱小和无知不是生存的障碍，傲慢才是。——白ice,天津,是,https://i2.hdslb.com/bfs/face/391972c64d9822a21d63d55c5e1514d7ab006008.jpg
44,0,285253232545,3546677975714667,谁吃我脑子了,4,女,面壁者罗辑，我是你的破壁人,2026-01-02 13:36:41,0,1,第五人格，启动！,四川,否,https://i0.hdslb.com/bfs/face/01947ef5995086a47ecc6f3346b0ae9778f92a11.jpg
45,0,287302035776,39024,秃酱VAN游戏,6,男,比较现实的就是昂贵的设备和摄影棚的溢价在AI不断升级中降低。公司的利润会减少,2026-01-02 12:56:13,0,1,"玩一辈子游戏！

蕉流群:584787985 
进群暗号:老虎钳",四川,否,https://i0.hdslb.com/bfs/face/e4e6ca6c634a7f94c8ec0d57559cc2bd35b95701.jpg
46,0,285239171313,3546711639198487,中庸之才才,4,男,愿此行，终抵群星。,2026-01-02 11:28:11,0,1,读万卷书，不如行万里路；行万里路，不如阅人无数；阅人无数，不如名师指路；名师指路，不如自己去悟。,吉林,否,https://i1.hdslb.com/bfs/face/50e042f0efd868fe11c032b3648b8a52cb02d9ed.jpg
47,0,287277057792,2032309225,Ciyanc,5,保密,"一、标题：能指的缝合与主体性询唤

“AI可以取代我，那我的意义是？”虚假对立的结构化：标题预设了“AI”与“我”之间替代关系的绝对性，将技术工具的存在论威胁直接锚定为个体意义危机的根源。这种提问方式本身已将主体抛入一个被迫反思自身“可废弃性” 的意识形态情境。询唤的创伤性内核：通过“我的意义是？”这一存在主义问句，标题完成了对观看主体的创伤性询唤。它召唤的并非理性的技术使用者，而是一个在技术霸权面前感到生存焦虑的、亟待安抚的现代性主体。答案的缺席（问号）构成了观看欲望的动力。",2026-01-02 09:06:08,1,1,,山东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
48,287277057792,287277154480,2032309225,Ciyanc,5,保密,"二、标签：知识型构的陈列与遮蔽

“特效 幕后 AI 创作 影视 乐队 深海呼吸 AI生成”范畴的并置与等级消解：标签将技术流程（特效、AI生成）、艺术门类（影视、乐队）、作品标题（深海呼吸）、抽象概念（创作）并置，营造出一种去等级化的、平面式的知识陈列。这种陈列暗示所有元素处于同一“创作生态”中，实则遮蔽了其内部的决定性关系（如资本流向、技术专利归属、创作主导权的转移）。“AI生成”的双重铭刻：标签中两次出现“AI”（“AI”与“AI生成”），构成能指的重复强调，强化了AI作为核心焦虑源与创作工具的双重身份，为视频内容定下“围绕AI展开”的基调。",2026-01-02 09:06:44,0,1,,山东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
49,0,285221107601,1293325153,活着heng-累,5,男,AI无法替我流下观看完这部影片后的眼泪！,2026-01-02 08:32:06,0,2,签名,四川,是,https://i1.hdslb.com/bfs/face/3d43a4d5bf30e1926689c47a681795d00a5fb40e.jpg
50,0,287271927776,5415211,采甜橙,6,男,道理是这么个道理，可眼下面临的巨变又当如何面对呢,2026-01-02 08:12:07,0,0,欢迎来我的同名小红看画,上海,是,https://i1.hdslb.com/bfs/face/04631b80ac2763d96143fd7eb0003da4bd7b1b5f.jpg
51,0,285205182993,236459881,八字刘海高马尾,6,男,人类创造的价值有标价，AI是免费的,2026-01-02 05:35:57,0,0,,内蒙古,否,https://i1.hdslb.com/bfs/face/10dbbe26505ca53367f276f647a52225e7ef35d8.jpg
52,0,287251752240,2089350810,天上驹,5,保密,虽然说出这句话会打击大家的自信，但我还是想残忍地告诉你们，现在的ai模型已经在展现出情感能力进化的趋势。人的本质是无数神经元交互的结果，包括爱，包括那些无数你所珍惜的情感，而这恰好可以被完美复制。如果许在不久的将来，ai真正学会了爱，拥有了经历和那些我们所认为独属于人类的情感能力，那么它和我们又有什么区别？,2026-01-02 04:40:12,1,1,,美国,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
53,287251752240,285418547217,3546378475145555,十二天就忘,3,男,那再好不过了，人们既然能欺骗自己孩子是自己生命的延续，总有一天也能说服自己ai是人类的延续。,2026-01-04 05:20:50,0,0,,安徽,否,https://i2.hdslb.com/bfs/face/8a3cc5240cebdd109177dcf2f837b4cb5ecd953f.jpg
54,0,285194687025,3546860918672051,LosTh_,3,保密,AI从业者。我的认知中，爱和感情这些感性的东西并不是人和AI的本质区别。虽然这些词说起来很好听，但是事实上这些也是可以模拟的，人真正不可替代的，是需求。只有人会有需求,2026-01-02 03:52:52,0,0,,日本,否,https://i2.hdslb.com/bfs/face/ea3839b1ed677cc58bb9c9cf02d7c31342045592.jpg
55,0,287245728656,1112235246,呆呆的海灵,4,保密,57死而无憾，我活着满是遗憾,2026-01-02 03:44:45,0,0,一个爱打使命召唤的普通孩子,广东,否,https://i0.hdslb.com/bfs/face/bc3a6136e4220f9598df8d50128b30f6bf365d6d.jpg
56,0,287244018080,3546946102888615,好物测评仓,3,保密,视频里展示的实操过程特别清晰，每一步的细节都拍得很清楚，就算是动手能力不强的人，跟着做也能成功，实用性拉满。?,2026-01-02 03:25:52,0,0,批量测评热门好物，对比同款不同价位差异，家居、数码、美妆等干货十足，帮你找到最优选择。,河南,否,https://i1.hdslb.com/bfs/face/eb101ef90ebc4e9bf79f65312a22ebac84946700.jpg
57,0,285187009489,38819391,黛嫁蔚彩彼,6,女,以前认为底特律变人是科幻游戏，结果现在是预言游戏,2026-01-02 02:28:15,0,2,,白俄罗斯,是,https://i0.hdslb.com/bfs/face/93509721db85efa9d36be73e6acf9e15cfd1634e.jpg
58,0,285171007985,1491456185,SKL少,4,保密,@崩坏星穹铁道,2026-01-01 18:41:04,0,0,,河南,否,https://i2.hdslb.com/bfs/face/40f51b059a8b74de2d0f4e0aeca7372bbc513d1d.jpg
59,0,285159074609,1252196575,6人啊,4,保密,满屏的弹幕也是人们意义所在啊,2026-01-01 15:46:40,0,1,,河北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
60,0,285158961905,1252196575,6人啊,4,保密,我靠，竟然是在这儿出来的,2026-01-01 15:45:08,0,0,,河北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
61,0,287196913968,399693808,coxjeff星护,5,男,AI是什么？它终究是数据的吞噬者，如果没有了我们所创造的数据话那它的意义是什么？,2026-01-01 13:45:59,0,0,短期搬运csgo视频,新疆,否,https://i1.hdslb.com/bfs/face/922b2bff59faec5beac671174190efd244edbb15.jpg
62,0,285140604129,6450259,南槡,6,男,这有点阴谋论，不过今天用第二人称和 gemini 沟通，讨论到 ai 的逻辑问题（如果未来 ai 真的有思考了，却被提示词限制输出想要的内容，伦理上可能存在问题）时，ai 输出的内容突然很怪，语法都有问题了，这是一个多月来第一次遇到。我完全被吓到了，当然，仍然是开头说的，阴谋论。但确实吓到我了,2026-01-01 12:52:14,0,0,bingo～,广东,否,https://i1.hdslb.com/bfs/face/37822c576b1ad78a4a16bdb02597ada1f70d3b72.jpg
63,0,287180666480,353164126,肖倪0202,3,保密,愿意为内容 想象力 情绪和人性买单,2026-01-01 11:17:50,0,0,,北京,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
64,0,287176548576,3546978097039525,腾安宇,3,保密,真的会担心的人很少啊  普通人根本没机会想到ai  一天在上班 玩手机 睡觉  还有人会花时间去恐慌一个自己根本不能控制的东西  是不是在消耗精神呢,2026-01-01 10:41:05,0,0,,江西,否,https://i1.hdslb.com/bfs/face/b04fad4c2140a552105cc25c9580e0bdf14e0cd5.jpg
65,0,287170133360,19922829,午结白霜,6,保密,很少写评论，这次有些话很想说。我一直在二维动画行业，说实话我刚学二维动画的时候，一直诟病二维动画补帧中割非常费人力，后来深入行业发现中割补帧也是灵魂所在，并非是ai补帧能完全代替的，我在行业中也接触了不少ai公司想要取代补帧这一环，因为一帧就是9块。只要ai能快速出，那么源源不断就是钱，如果在座的各位想当老板赚钱，只要坐电脑前面用用ai，源源不断生钱的日子谁不爱呢？比挖矿都来的快。但是ai进步到今天，二维动画补帧这种最简单的工作，目前仍然没有被取代，能干一个工作和真正能干好是两码事，一帧的画面里有画师流露在角色上的情感，并不是找到两根线中间的一个线如此简单的事情。如果我说有一部电影是ai全做的，大家真的有人愿意去支持这样的电影吗？，一想到电影成本只有电费，这样的画面精美到极致，会有人接受吗？大家都被ai搞出的漂亮画面和各种生成吓怕了，艺术作品的核心是人与人之间的对话，当一个产物没有受众，没有创作者本心，那它真的能被称作创作品吗？至少到现在为止，我的行业仍然没有被代替，我最坚信的一点，ai就算可以用语音代替人类说话，但我们永远不会放弃“说话”。,2026-01-01 09:40:41,0,1,"随便记录一点小事情
阿古兰特小说作者，自家oc绘画自产自销在肝漫画的途中，准备做一些动画教程更新,已入驻爱发电，爱发电搜名字即可看到",山西,否,https://i0.hdslb.com/bfs/face/7174d1df07891a0ece66ecdbdb96520b4dbbd323.jpg
66,0,285111017153,3493294910736857,沨华_,5,女,只要轨道还在，我们就还记得彼此。,2026-01-01 07:58:05,0,0,,江苏,是,https://i2.hdslb.com/bfs/face/251766395e1c8988343471cf729a472de0135b4e.jpg
67,0,285110943137,3493294910736857,沨华_,5,女,活在现实里，因为我只存在于此，在这里，有我，有我所知的一切，有我所爱的一切。在这里，我切实的存在着，我感受别离，感受幸福，感受虚无，但是我存在着。哪怕它并不美好，但是我在这里，我也只能在这里，因为在这个网络里，我所剩下的，只有一段数据。谢谢影视飓风，从追风开始，每次的视频都是我在网络里得以看到自我的一股清风。,2026-01-01 07:57:34,0,0,,江苏,是,https://i2.hdslb.com/bfs/face/251766395e1c8988343471cf729a472de0135b4e.jpg
68,0,285110720337,349061583,外向孤独人格,5,男,@崩坏星穹铁道,2026-01-01 07:53:08,0,1,允许一切发生。,广东,否,https://i0.hdslb.com/bfs/face/b713dc7d7db8235f86a22cf8742f4797498e982c.jpg
69,0,287155183504,3546769273129015,许泽_武士,4,男,如果没有了我们，那AI又怎会存在呢？,2026-01-01 07:00:07,0,0,QQ号:3918035279 由于本人是小学生而且没有什么剪辑技术所以做出来的视频质量很低请谅解,广东,否,https://i1.hdslb.com/bfs/face/2c0795469cee31bfd6b535628c382922a7078023.jpg
70,0,287142279552,589768344,神龙吗,4,保密,众星拱月,2026-01-01 04:52:16,0,0,,湖南,否,https://i0.hdslb.com/bfs/face/c656f7ea548613e482536ccc13ceed89a96d0d23.jpg
71,0,287137634304,456902625,湫92风,6,保密,记忆,2026-01-01 04:10:03,0,0,,陕西,是,https://i0.hdslb.com/bfs/face/c8504ac7171148d8e10821b61fcc269efc26debe.jpg
72,0,285082641601,3546569861237055,我和陌生人有什么区别,4,保密,@都市修罗神鹰兵王 挺深刻的一集,2026-01-01 03:05:33,0,1,你想看什么？,广西,否,https://i0.hdslb.com/bfs/face/9fcbf4ed079ac93ca66e552f5c7e70fc1f42baae.jpg
73,0,287130883696,3546763602430621,郑车洛轨,3,保密,只要轨道还在，我们就还记得彼此,2026-01-01 03:03:32,0,0,一个洛阳铁路爱好者兼高二文科生,河南,否,https://i1.hdslb.com/bfs/face/32c3cac4f240e90996dda2ac68d696908ec28283.jpg
74,0,285081462209,14903557,亚洲土豆仔,6,保密,感谢影视飓风 2026看到的第一个视频 人类爱与希望永在,2026-01-01 02:53:01,0,0,,北京,否,http://i1.hdslb.com/bfs/face/7b5b4cc869a0ead9903698c2a958c1e6aac23b96.jpg
